Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1861,11416260,"Juan Picon Mendoza","2023-12-22 18:24:07",0.14266,5,juanpiconmendoza
1862,7823518,"BJ Acharya","2023-11-29 14:55:13",0.14269,1,bjacharya
1863,11262588,"Shivani Biradar #2","2023-12-01 05:53:11",0.14269,2,sbdfgxgdx
1864,11355308,"Raunak Gupta","2023-12-07 04:18:44",0.14269,1,raunakraj5690
1865,11521673,instancee,"2024-01-18 13:06:07",0.14269,5,instancee
1866,11242555,BoetRs,"2023-12-18 11:57:28",0.14276,1,boetrs
1867,11361568,우청후이,"2023-12-18 10:46:17",0.14278,1,regerat
1868,11358962,"Joshua Derikito","2023-12-09 22:40:49",0.14279,10,joshuaderikito
1869,11078351,"Jongcheol Park","2023-12-16 05:42:31",0.14279,1,jongcheolpark
1870,11423358,LostGreen,"2023-12-23 10:42:24",0.14279,10,lostgreen
1871,11455995,laboratominator,"2024-01-01 05:23:11",0.14281,2,laboratominator
1872,11290511,Magatte,"2024-01-17 10:25:20",0.14282,3,magattelo
1873,11449456,"Kexu Xin","2024-01-04 17:21:39",0.14283,10,xkx0505
1874,11244376,TJRodr1,"2023-12-08 08:23:13",0.14286,7,tjrodr1
1875,11366406,"[Deleted] 1ac64195-1365-47c4-a143-663a6e847000","2023-12-08 12:14:56",0.14286,2,del=a97241baea3edb66
1876,10937953,USC20214490113,"2023-12-11 03:11:25",0.14286,1,usc20214490113
1877,11380271,"Anuj Rajawat","2023-12-11 17:30:07",0.14286,1,anujrajawat
1878,11420520,lhjin9711,"2023-12-22 10:45:17",0.14291,2,lhjin9711
1879,11470976,mohammadmaso,"2024-01-04 12:06:37",0.14294,1,mohammadmaso123
1880,11443144,"Kostiantyn R","2023-12-29 20:18:05",0.14294,2,edvardspam
1881,11429521,"Recep Bekdaş","2023-12-22 12:31:47",0.14296,1,recepbekda
1882,11521669,li55555,"2024-01-17 15:33:43",0.14298,1,li55555
1883,10191224,"Mohamad javad rahmani","2023-12-11 16:51:11",0.14300,24,mohamadjavadrahmani
1884,11269706,"Aviv York","2023-12-29 13:35:54",0.14301,2,avivyork
1885,11139277,"Pei en Chen","2023-12-15 09:08:46",0.14301,7,peienchen
1886,11496196,MachineLearningTim,"2024-01-10 23:33:23",0.14302,10,machinelearningtim
1887,11324744,"Alla Abrosimova","2023-11-30 15:47:53",0.14303,9,allaabrosimova
1888,10861925,"Arjun Trivedi","2023-12-08 19:46:25",0.14303,1,arjuntrivediuva
1889,10925596,JorgeLopezPellicer,"2024-01-14 20:19:05",0.14305,2,jorgelopezpellicer
1890,11362425,LipFiLicMi,"2023-12-25 12:38:57",0.14307,3,lipfilicmi
1891,10700207,"SREEKAR PARUCHURU","2023-12-28 19:01:08",0.14308,1,sreekarparuchuru
1892,11432206,yusukewada0808,"2024-01-12 07:27:08",0.14310,6,yusukewada0808
1893,11002306,"Bald Island Swim Club","2023-12-19 01:05:06",0.14311,7,"hraymondscu,samelkind,toriwuthrich"
1894,11508504,dotoboi,"2024-01-14 09:51:11",0.14312,2,dotohoi
1895,2816577,Jotaro,"2023-11-27 06:01:39",0.14312,3,jotaro
1896,11334450,"Aarav Pa","2023-12-04 12:53:23",0.14313,7,aaravpa
1897,11325636,"Yassine Mokaddem","2023-11-30 22:58:31",0.14319,3,yassinemokaddem
1898,11394501,"Hyelynn KIM","2023-12-19 08:10:29",0.14321,8,hyelynnkim
1899,11114613,kevin123445,"2023-12-31 13:36:48",0.14325,6,kevin123445
1900,11447590,"Presanna K","2023-12-28 09:32:14",0.14325,2,presanna
1901,11447695,"RAJDHILIP G 21CSR158","2023-12-28 09:46:20",0.14325,1,rajdhilipg21csr158
1902,11447658,ARJUN270,"2023-12-29 03:55:49",0.14325,1,arjun270
1903,11447598,SATHISH.A_SK,"2023-12-29 15:58:48",0.14325,1,sathishask
1904,11447670,poojitha04,"2023-12-29 18:03:53",0.14325,1,poojitha04
1905,11452429,ecut-zhangzm,"2023-12-30 02:57:06",0.14325,3,ecutzhangzm
1906,11447672,"KAVINKUMAR S 20ISR023","2024-01-04 10:52:55",0.14325,2,kavinkumars20isr023
1907,11454215,"Steven Bruce Asis","2023-12-30 09:00:58",0.14325,1,stevenbruceasis
1908,11454787,"Sofia Gwyneth G. Cordero","2023-12-30 11:46:38",0.14325,1,sofiagwynethgcordero
1909,11455518,Peter2024Kaggle,"2023-12-30 16:24:55",0.14325,1,peter2024kaggle
1910,11457813,"Neo Villanueva","2023-12-31 18:21:34",0.14325,1,neovillanueva
1911,11459928,"John Aries Salvador","2024-01-01 16:42:39",0.14325,1,hyeiin
1912,11420494,"chung shin-yen","2024-01-09 14:26:18",0.14325,1,chungshinyen
1913,11475563,POOJA_P_BABAR,"2024-01-14 16:13:36",0.14325,1,poojapbabar
1914,11272328,"[Deleted] fe34fca1-4330-4e80-8d82-0d72d4910491","2023-11-27 18:03:24",0.14325,6,del=d115c91155d348de
1915,11504404,sebastiancordriv,"2024-01-15 04:04:01",0.14325,11,sebastiancordriv
1916,11528010,"Julia Cherepanova","2024-01-18 17:39:31",0.14327,1,juliacherepanova
1917,11336795,SuperLaye,"2024-01-04 23:41:27",0.14330,1,superlaye
1918,10646908,"Özgün Büyüktanır","2023-12-28 18:01:25",0.14333,1,zgnbyktanr
1919,11125145,Gator19,"2023-11-26 20:23:11",0.14334,2,gator19
1920,10807162,"Bernhard Born","2023-12-17 13:23:59",0.14337,3,bernhardborn
1921,11135909,"Joel Weng","2023-12-29 01:13:15",0.14339,9,joelweng
1922,11111854,"Arnav Samal","2024-01-01 20:04:08",0.14341,1,arnavs19
1923,11407619,"Jiaguo Lin","2023-12-18 23:40:55",0.14343,1,jiaguolin
1924,11322606,"Jiashu Li","2023-12-05 04:10:40",0.14344,10,jli130
1925,11386978,"Nicolas Kossmann","2024-01-09 17:25:59",0.14344,7,nicolaskossmann
1926,11386991,Alexbeetz,"2024-01-09 16:52:24",0.14344,4,alexbeetz
1927,11386990,Panzig,"2024-01-09 18:29:13",0.14344,6,panzig
1928,11401388,"Vandit Tejas Popat","2023-12-22 06:06:35",0.14347,6,vandittejaspopat
1929,11410496,TreeGu,"2023-12-18 16:27:24",0.14348,1,treegu
1930,11414395,cubrictiff,"2023-12-27 08:44:14",0.14350,5,cubrictiff
1931,11476373,"Kazi Sakib","2024-01-10 14:12:11",0.14354,1,thekazisakib
1932,11495923,"Ivanyuta Olexandr","2024-01-10 18:21:25",0.14354,1,ivanyutaolexandr
1933,11496015,"Boris Hu","2024-01-11 00:18:43",0.14354,1,borishu
1934,11411475,VladislavK1374,"2023-12-18 18:37:36",0.14355,1,vladislavk1374
1935,10547053,Crisbebop,"2024-01-17 16:56:25",0.14358,6,crisbebop
1936,10118346,"Vinicius Lucas","2024-01-21 22:23:10",0.14359,2,viniciuslucas
1937,11539923,TakoGeist,"2024-01-24 22:36:42",0.14362,6,takogeist
1938,11252813,"Felipe Dalcin","2023-11-28 11:03:05",0.14368,2,fmdalcin
1939,11539985,DavidEle,"2024-01-21 17:03:08",0.14370,2,davidele
1940,9709140,"Andries Danu","2024-01-11 15:54:43",0.14372,13,eu1234
1941,11317487,orc-arg,"2023-11-29 21:15:46",0.14372,5,orcarg
1942,11251438,AkshayHP123,"2023-12-06 23:29:45",0.14372,2,akshayhp123
1943,11412202,kthrvirgi22,"2024-01-02 05:50:40",0.14372,7,kthrvirgi22
1944,11524695,nakada,"2024-01-24 07:06:28",0.14374,3,naokinakada
1945,11291560,"Ines Louhichi","2023-11-30 16:22:15",0.14376,23,"ineslouhichi,selimagadri"
1946,11377329,"Davide Bonaglia","2023-12-13 11:42:32",0.14378,2,davidebonaglia
1947,11489856,"Fedor Komarov","2024-01-10 13:26:19",0.14379,1,fedorkomarov
1948,11413678,liuquehuan,"2024-01-03 03:11:43",0.14380,11,liuquehuan
1949,11474541,"Khushi H.","2024-01-05 09:06:07",0.14381,1,khushihargunani
1950,10119802,"Piyush Kothekar","2024-01-05 10:48:03",0.14381,1,piyushkothekar
1951,11438442,"Heimin Wu","2024-01-12 13:58:40",0.14382,9,heiminwu
1952,11393563,"Riley Ray","2023-12-17 11:27:30",0.14385,1,rileyray
1953,11547226,sonanzhang,"2024-01-23 07:42:10",0.14386,1,sonanzhangjianan
1954,11533521,"Nicholas Rutherford","2024-01-20 13:27:01",0.14387,5,ntrutherford
1955,11297135,Kashyapm07,"2023-11-27 03:29:53",0.14388,2,kashyapm07
1956,9737258,"SpaceType Tuna","2023-12-29 17:57:10",0.14392,1,spacetypetuna
1957,11311274,"Chris Whittle","2023-11-29 08:15:52",0.14393,3,chriswhittle
1958,11136523,NeilGeorge,"2023-12-18 09:41:53",0.14401,4,neronasfloga
1959,8997298,"Pramod kumar Abboju","2023-12-10 17:54:16",0.14410,5,pramodkumarabboju
1960,11487537,"Pedro Chero","2024-01-15 10:53:02",0.14410,11,pedrochero
1961,11487571,"rodrigo garc","2024-01-15 19:58:47",0.14410,13,rodrigogarc
1962,11477689,azk0305,"2024-01-07 02:19:35",0.14411,3,azk0305
1963,11316771,ofenwick,"2023-11-29 22:34:53",0.14413,2,ofenwick
1964,11504742,"Shriya Karam","2024-01-15 23:30:50",0.14414,1,shriyakaram01
1965,11485883,TheBian,"2024-01-08 12:52:58",0.14415,10,thebian
1966,11233717,"Ashley Schroeder","2023-12-02 18:15:38",0.14416,1,ashleyschroeder1
1967,11209112,"Kleyton Polzonoff Silveira","2023-12-02 17:54:58",0.14416,10,kleytonrps
1968,11391550,fmarat75,"2023-12-22 10:27:42",0.14416,6,fmarat75
1969,11542616,"Karl Schwenk","2024-01-22 10:50:34",0.14416,8,karlschwenk
1970,10168115,fea2fwa,"2024-01-19 04:07:47",0.14418,2,fea2fwa
1971,11499073,FF0254,"2024-01-18 18:12:15",0.14419,6,ff0254
1972,11038596,"SVA NLP","2024-01-17 09:49:21",0.14423,6,davidrynearson
1973,11238658,"Prince Mridul","2023-12-16 13:55:15",0.14424,1,princemridul
1974,11530430,"TARNDEEP SINGH","2024-01-20 17:09:42",0.14424,2,tarndeepsingh16
1975,11356158,"Artem Ryazanov","2023-12-15 10:09:28",0.14425,5,mohtep
1976,11542186,イシカワ　アユ,"2024-01-22 10:39:15",0.14428,5,ayugyuu
1977,11290791,St5five,"2023-12-03 06:12:39",0.14430,20,st5five
1978,11297682,"Vincent6 Wu","2023-12-01 12:07:53",0.14433,7,vincent6wu
1979,11473705,"Trung Vo #2","2024-01-06 05:43:50",0.14433,1,btrungvo
1980,11137318,Cosmin,"2024-01-23 11:41:43",0.14434,1,mihailcosmin
1981,11429800,"[Deleted] 41312042-d860-4677-bd41-7be049a7698f","2023-12-22 14:41:12",0.14436,7,del=a51c02311bcd0d95
1982,11447688,"Pann Sengpanich","2023-12-31 06:49:13",0.14437,4,pannsengpanich
1983,10152205,HageNeet,"2024-01-07 14:41:52",0.14437,4,hageneet
1984,11397298,"Samantha Pauline Ines","2023-12-30 22:27:16",0.14439,1,samanthapaulineines
1985,11311241,TVCIII,"2023-11-29 03:22:40",0.14440,12,tvciii
1986,11318241,"Anto Irudhayadhas","2023-12-09 06:17:15",0.14440,2,antoirudhayadhas
1987,11060819,KaijunZhangg,"2023-11-27 00:30:14",0.14445,2,kaijunzhangg
1988,11274942,LiYYYYYI,"2023-11-27 05:38:44",0.14446,8,liyyyyyi
1989,11376246,tossik,"2024-01-14 10:27:33",0.14446,70,tossik
1990,11068311,"Петр Фролов","2023-12-27 16:35:05",0.14446,28,petralfrolov
1991,11232838,oricohen11,"2024-01-22 16:54:10",0.14448,32,oricohen11
1992,11267976,"Philip Klippel","2023-12-07 11:00:10",0.14449,7,philipklippel
1993,11272925,lbllblancmal,"2023-12-29 07:22:10",0.14449,1,lbllblancmal
1994,11429876,"Tristan Perrot","2023-12-22 22:17:15",0.14451,4,ttperr
1995,10888019,"Ba Dr2211","2023-12-02 20:10:03",0.14452,3,badr2211
1996,11369551,selinayi,"2023-12-12 04:00:21",0.14452,1,selinayi
1997,11332797,GrayPsycho100,"2023-12-05 07:20:37",0.14454,20,graypsycho100
1998,1821039,Li-Der,"2023-12-03 17:41:28",0.14455,1,liderchang
1999,11429658,"Valentin Peron","2023-12-22 13:32:12",0.14455,1,sarava3
2000,11308869,flxpa21,"2023-12-18 15:03:17",0.14456,4,flxpa21
2001,11133651,"Gary Kuo","2023-12-29 19:28:05",0.14459,21,garyktl
2002,11389170,Gagandeep44489,"2024-01-01 06:55:35",0.14460,2,gagandeep44489
2003,11398777,adutuokunbo,"2023-12-15 08:45:51",0.14460,10,adutuokunbo
2004,11357514,"Reyhane saeidi","2023-12-06 18:21:44",0.14460,1,reyhanesaeidi
2005,11377052,Ponjinge,"2023-12-10 22:05:18",0.14466,4,ponjinge
2006,11281618,"Andrew Bremner","2023-12-19 21:50:36",0.14466,7,andrewbremner
2007,10806028,"John Vinchi","2023-11-30 02:40:42",0.14469,9,johnvinchi
2008,11539538,Vansh_24,"2024-01-21 14:08:34",0.14471,1,vansh24
2009,11454746,"[Deleted] a6dafc8e-fb6c-448e-a3ce-378633237cb6","2024-01-02 10:43:42",0.14471,7,del=54af675eae9d057a
2010,11290611,"Kei Deng","2023-12-08 09:38:23",0.14472,3,keideng
2011,9231546,"Nico Commijs","2024-01-20 16:39:51",0.14474,3,nicocommijs
2012,11484638,ninininim,"2024-01-09 11:48:57",0.14476,2,ninininim
2013,11442542,"Hubert Sidorowicz","2023-12-26 23:56:03",0.14479,1,hubertsidorowicz
2014,11516706,"Nipun sharma","2024-01-16 16:19:33",0.14482,1,nipun356
2015,10767230,"Luis Silvera","2023-11-28 15:26:31",0.14484,1,lasm1984
2016,11366751,"amit #4","2023-12-09 04:57:21",0.14486,2,amitkshankar
2017,11428241,"Bryan Ernesin","2024-01-25 13:05:32",0.14488,7,bryanernesin
2018,9799513,"Olga Koļeda","2024-01-02 12:08:03",0.14489,2,olgakoeda
2019,6590153,icemoon1987,"2023-12-29 12:49:25",0.14490,1,icemoon1987
2020,11414566,"Sree Charan","2023-12-23 18:38:18",0.14491,1,sreecharan0311
2021,11233798,"NIKHIL MOHAPATRA","2023-12-03 21:01:55",0.14493,1,nikhilmohapatra
2022,1283233,"Daniel Runeda","2024-01-17 11:34:30",0.14493,2,danielruneda
2023,11544769,"Feimu Zhao","2024-01-22 21:22:05",0.14496,2,feimuzhao
2024,11330512,"Farafonov Leonid","2024-01-11 16:53:36",0.14497,7,farafonovleonid
2025,11389972,ayouuu,"2023-12-15 11:24:20",0.14501,4,ayouuu
2026,11531267,"Suresh Kumar 1519","2024-01-25 12:37:43",0.14501,1,sureshkumar1519
2027,11486290,"Hiba TOUDERTI","2024-01-08 22:22:20",0.14501,4,hibatouderti
2028,11367209,GrandpaWang,"2023-12-31 06:55:13",0.14504,15,grandpawang
2029,11554048,zomojp,"2024-01-25 11:41:37",0.14506,6,zomojp
2030,11481057,jeffw87,"2024-01-07 07:29:08",0.14506,1,jeffw87
2031,11459657,Giyket,"2024-01-12 11:34:25",0.14507,7,giyket
2032,11470085,Haifengyuhui,"2024-01-05 09:17:53",0.14509,2,lovelypignan
2033,11318027,"WanHua Chu","2023-11-29 04:33:15",0.14509,3,wanhuachu
2034,11306672,"Shrey Patel","2023-11-29 03:09:40",0.14510,6,shreypatel516
2035,11376032,"Eugene Eden","2023-12-10 12:56:30",0.14511,3,eugeneeden
2036,11436417,"Васин Максим","2023-12-26 19:15:54",0.14511,6,ninjasalto
2037,11435330,"Noboru Tokuhiro","2024-01-08 16:06:07",0.14512,10,noborutokuhiro
2038,11406557,"Jonas Franzel","2023-12-21 16:03:04",0.14513,9,jonasfranzel
2039,11479760,"Taras Syvokon","2024-01-12 11:18:12",0.14516,1,tarassyvokon
2040,11275267,"Tomhiu Girard","2023-12-06 15:06:39",0.14516,1,tomhiugirard
2041,11365047,bal-parallax,"2023-12-15 04:08:35",0.14516,10,schxnn
2042,11349593,Nina_Up,"2023-12-05 12:56:20",0.14516,1,ninaup
2043,11395417,"Narasimha Swamy S R","2023-12-14 14:44:51",0.14516,1,narasimhaswamysr
2044,11301491,leonardo666,"2023-11-28 06:38:18",0.14524,3,leonardo666
2045,11220198,"Darshan Senthil","2023-12-08 01:17:15",0.14526,1,darshansenthil
2046,11528644,"Adam Oxley","2024-01-18 20:26:38",0.14527,3,adamoxley1
2047,11554474,sakosson,"2024-01-24 14:27:36",0.14527,1,sakosson
2048,11531933,yoshida,"2024-01-19 14:26:15",0.14528,2,yoshidamodel
2049,11200039,"Jessica Rodríguez","2023-12-01 07:30:42",0.14528,1,jessicarodrguez
2050,11184826,"Power Powen","2023-12-10 18:42:48",0.14528,3,rwarrior
2051,11305937,Masahiko_Fujita,"2023-11-27 01:47:08",0.14530,1,masahikofujita
2052,715081,"Naruhiko Nakanishi","2024-01-25 09:04:35",0.14535,26,grapestone5321
2053,10294420,JosephBiefed,"2023-12-22 09:37:10",0.14536,1,josephbiefed
2054,11351855,hi.pengl,"2023-12-06 14:34:01",0.14537,3,hipengl
2055,11276010,FranVe,"2024-01-04 11:12:41",0.14542,37,franve
2056,11256384,"Judy Chen_46","2023-12-05 17:42:33",0.14542,1,judychen46
2057,9790236,"Na tokoyoda","2024-01-24 12:25:59",0.14543,2,natokoyoda
2058,10839514,"Sambit Pani","2023-12-03 05:12:30",0.14543,1,sambit001
2059,11067325,"LINGASHKUMAAR M ","2023-12-28 08:09:32",0.14543,2,lingashkumaarm
2060,11448240,"DHARANEESH S 21CSR036","2023-12-28 09:06:13",0.14543,1,dharaneeshs21csr036
2061,11450734,Arunesh,"2023-12-29 03:50:39",0.14543,1,aruneshhh
2062,11459152,"Jhan Ellen Atole","2024-01-01 11:13:42",0.14543,1,jeatole
2063,10763182,"Abhishek Srivastava #5","2023-11-28 10:46:10",0.14545,1,srivabhi22
2064,11308207,"Last Stardust","2023-12-20 08:09:36",0.14548,1,laststardust
2065,11468866,"Zeyang Yu","2024-01-20 20:19:22",0.14548,13,zeyangyu
2066,11540005,"Maleek Catchings","2024-01-21 18:05:27",0.14549,2,maleekcatchings
2067,11461352,"Shubham A Bhor","2024-01-17 10:51:37",0.14550,3,shubhamabhor
2068,11522838,nastiakindzerska,"2024-01-17 22:50:57",0.14550,2,nastiakindzerska
2069,11414693,MTWKIM,"2023-12-21 07:22:51",0.14550,1,mtwkim
2070,11309822,"Spencer Black 3","2023-12-02 16:58:40",0.14550,7,spencerblack3
2071,11427629,John_ldh,"2023-12-22 08:37:46",0.14551,2,johnldh
2072,11479168,"William Schmidt","2024-01-14 19:46:05",0.14551,3,williamschmidt2
2073,11453081,PabloRienda_UGR_IN,"2023-12-30 22:28:39",0.14552,6,pablorienda
2074,11530727,Quanqiang_zhou,"2024-01-19 08:33:28",0.14552,1,quanqiangzhou
2075,11067319,arunkumarmtp_17,"2023-12-30 04:04:35",0.14553,1,arunkumarmtp17
2076,11192252,LaurenAshliDavis,"2023-12-02 02:29:11",0.14553,4,laurenashlidavis
2077,11476099,"charan cherry55","2024-01-08 04:45:32",0.14553,1,charancherry55
2078,11469564,chocoBB,"2024-01-12 02:46:00",0.14556,2,chocobb
2079,11368932,"Kirill Maslov13","2023-12-08 16:02:55",0.14558,3,kirillmaslov13
2080,11338783,"Nicolas Bevilaqua","2023-12-04 19:36:37",0.14558,1,nicolasbevilaqua
2081,11219342,"Jordan Vardi","2024-01-22 17:12:19",0.14560,39,jordanvardi
2082,11519272,"Nabayan Saha","2024-01-18 08:25:00",0.14560,2,nabayansaha
2083,11275871,"Yerden Yerulan","2023-12-05 07:40:58",0.14562,2,yerdenyerulan
2084,11524286,shogo15,"2024-01-24 12:38:38",0.14565,12,shogo15
2085,9730562,"Marinus van der Meijs","2024-01-10 22:08:40",0.14566,10,marinusvandermeijs
2086,11484639,LiuJiaLing@404,"2024-01-10 06:51:51",0.14567,16,liujialing404
2087,11446980,"Bryan Dang","2023-12-28 08:37:45",0.14567,1,bryandang
2088,11432071,jnhsng,"2023-12-23 11:01:41",0.14568,1,jnhsng
2089,11439629,MayerJuly,"2023-12-26 02:58:37",0.14570,1,mayerjuly1
2090,11440169,Relazzy,"2023-12-26 06:55:34",0.14570,2,relazzy
2091,10500149,"Eagle Beats","2024-01-03 17:20:47",0.14570,1,eaglebeats
2092,11491155,"Vijay Lakshmi","2024-01-11 18:06:38",0.14571,1,vijaylaxminishad
2093,11374858,"Martina Buraľová","2023-12-10 12:07:06",0.14572,3,martinaburaov
2094,11415079,"Daramola Nifemi","2023-12-30 16:44:40",0.14573,10,daramolanifemi
2095,11554384,Yushi_0371,"2024-01-24 14:21:50",0.14574,2,yushi0371
2096,11540972,"Subramaniya Siva","2024-01-21 23:24:38",0.14575,1,subramaniyasiva
2097,11212366,YitaoZhou0729,"2023-11-29 15:01:07",0.14575,3,yitaozhou0729
2098,11553446,Khushiisonii,"2024-01-24 11:42:46",0.14578,1,khushiisonii
2099,11527541,"Matematika_Putu Andika Pandya Putra","2024-01-23 14:11:39",0.14578,1,andikapandya
2100,11553646,hardindust,"2024-01-24 11:01:49",0.14579,4,ssdygka
2101,3449832,blackdew,"2024-01-24 07:22:55",0.14581,1,blackdew
2102,11534170,"styvens smith","2024-01-22 20:27:23",0.14581,13,styvenssmith
2103,11339759,bujo,"2024-01-15 21:12:58",0.14584,14,kanishbkhagat
2104,11322186,LlamaL,"2023-11-30 02:15:25",0.14585,8,llamal
2105,11552780,sleepyhead,"2024-01-24 07:53:18",0.14586,1,sleeepyhead
2106,10999076,"ROHIT KUNJADIYA","2023-12-06 11:53:48",0.14587,3,rohitkunjadiya
2107,9347519,"Rupesh Chaulagain10","2023-12-16 05:48:38",0.14589,1,rupeshchaulagain10
2108,11457845,"IDRISSOU ARAFATE","2024-01-03 10:07:36",0.14589,1,idrissouarafate
2109,7110653,hairpincurve,"2023-12-09 18:27:43",0.14590,4,hairpin
2110,11446431,Practice,"2024-01-02 21:27:41",0.14592,1,jeremyedwards0
2111,11388857,Kyuoma45,"2023-12-13 07:15:17",0.14592,1,kyuoma45
2112,11503238,Bradyhhh,"2024-01-12 14:46:37",0.14593,10,bradyhhh
2113,11525405,"jinghan cai","2024-01-18 10:21:49",0.14594,4,jinghancai
2114,11510768,"Rafiq Al Hafizh Adha","2024-01-16 12:21:31",0.14595,1,rafiqalhafizhadha
2115,11393047,yinxiaoln,"2023-12-22 08:38:29",0.14595,2,yinxiaoln
2116,11372261,yqjowc,"2023-12-09 13:04:30",0.14598,1,yqjowc
2117,11336724,RyanLi500,"2023-12-07 01:44:47",0.14599,14,ryanli500
2118,7748687,"Daniel Molina Cabrera","2023-12-21 10:41:24",0.14601,1,danielmolinacabrera
2119,11530109,dracaryyyyys,"2024-01-22 13:42:16",0.14601,9,dracaryyyyys
2120,11306173,"Chendong Ma","2023-11-27 07:00:23",0.14602,4,chendongma
2121,11448250,VIJAYAKUMARAN,"2023-12-29 03:53:08",0.14602,3,vijayakumaran27
2122,11452434,"Mykyta Syzchenko","2023-12-29 16:18:38",0.14602,1,mykytasyzchenko
2123,11455144,"Isaiah Phil Pangilinan","2023-12-30 14:28:48",0.14602,1,isaiahphilpangilinan
2124,11319629,"James Bang","2023-11-29 15:54:45",0.14604,3,jamesbang1233
2125,11294304,"Tomoya Sakamoto","2024-01-15 02:38:27",0.14606,3,tomoyasakamoto
2126,6836955,"John #28","2023-12-20 05:15:07",0.14606,2,warewak
2127,11415861,qwdqqqq,"2023-12-19 16:00:22",0.14608,1,qwdqqqq
2128,11414956,wwzh819,"2023-12-19 12:34:22",0.14615,4,wwzh819
2129,11054833,"dezerable nacer","2023-12-03 12:21:57",0.14615,32,dezerablenacer
2130,10962371,"Joseph C Wilkerson","2024-01-22 03:25:09",0.14616,4,josephcwilkerson
2131,11390895,"Jiannian Wang","2023-12-14 02:39:24",0.14619,10,yuyi0501
2132,11502463,"Zachary Chen23","2024-01-12 09:26:41",0.14620,1,zacharychen23
2133,11336430,"ziyang tang","2023-12-03 21:31:40",0.14621,4,ziyangtang
2134,11479784,"CHANAL Sébastien","2024-01-06 18:00:51",0.14621,1,chanalsbastien
2135,11519743,dunk9595,"2024-01-17 07:35:52",0.14623,1,dunk9595
2136,11554141,N_R3351,"2024-01-24 13:09:41",0.14624,1,nr3351
2137,11377852,"Leopold Sappler","2024-01-09 20:57:03",0.14625,19,leopoldsappler
2138,11330392,"cinthia petet","2023-12-01 14:47:42",0.14625,3,cinthiapetet
2139,11457766,JorgeOrtega_UGR_IN,"2024-01-01 19:13:11",0.14625,3,jorgeortegaugrin
2140,11329290,YangGreenTea,"2023-12-04 01:06:01",0.14626,1,yangbosung
2141,10741767,HardikGarg03,"2024-01-23 05:50:43",0.14628,1,hardikgarg03
2142,11338717,KirscheWasTaken,"2024-01-12 17:05:44",0.14631,18,kirschewastaken
2143,11503822,Shubham21f2000041,"2024-01-12 17:15:32",0.14634,1,shubham21f2000041
2144,11287145,Mickey26,"2023-12-01 05:49:59",0.14634,1,mickey26
2145,11542212,"Tsubasa Yoshimura","2024-01-23 04:07:39",0.14636,2,tsubasayoshimura
2146,11450770,bokkuzu,"2023-12-31 08:13:41",0.14638,1,bokkuzu
2147,11462316,"Milca Lianne P. Fulo","2024-01-02 10:21:56",0.14642,2,milcafulo
2148,11396738,"Ertan Burak","2023-12-19 13:29:31",0.14643,3,ertanburak
2149,11553521,"symmetry sun","2024-01-24 10:36:38",0.14644,1,symmetrysun
2150,11306733,alex106127,"2023-11-27 06:12:34",0.14645,1,alex106127
2151,11474683,鹏踩萍滴滴,"2024-01-06 06:57:16",0.14647,5,pengcaiping
2152,11533919,RikuAo,"2024-01-20 02:35:27",0.14647,1,rikuao
2153,11305675,"Jack Yu 1893","2023-11-27 00:25:52",0.14648,1,jackyu1893
2154,11367114,"Dylan Xu91","2023-12-08 09:53:33",0.14648,4,dylanxu91
2155,11552432,tlstmd._.,"2024-01-24 07:32:56",0.14649,1,tlstmd
2156,11552452,kyoungsang,"2024-01-24 07:32:58",0.14649,1,kyoungsang
2157,11552436,leesem,"2024-01-24 07:43:30",0.14649,2,leesem
2158,11301909,"Pramod C","2023-11-26 21:32:50",0.14651,1,cpramod2
2159,11461974,"Angelo Gerard T. Mallari","2024-01-02 07:59:02",0.14651,1,angelogerardtmallari
2160,11394595,"natalia kravchuk","2023-12-14 20:29:43",0.14651,5,nataliakravchuk
2161,11269674,"Reynolds Zhang","2023-12-03 22:31:56",0.14652,10,reynoldszhang
2162,11469291,JQXXSX,"2024-01-04 07:32:25",0.14653,2,jqxxsx
2163,11512807,"Rikiya Ikeda","2024-01-18 09:32:58",0.14654,2,rikiyaikeda
2164,11554002,伊集院和平,"2024-01-24 12:34:10",0.14659,1,ijkazdaira
2165,11471236,ou_dou_da,"2024-01-04 16:21:43",0.14662,2,oudouda
2166,11146322,"madhuri Ashok Ghadge","2024-01-06 05:11:39",0.14662,2,madhuriashokghadge
2167,11535322,"Riya Raizada","2024-01-20 16:02:13",0.14662,5,riyaraizada
2168,11539866,Akanksha_Solanki123,"2024-01-21 15:41:37",0.14662,1,akankshasolanki123
2169,11512992,jasleen234,"2024-01-21 16:06:03",0.14662,1,jasleen234
2170,11550052,"Jensen Richardson","2024-01-23 18:08:24",0.14663,1,jensenrichardson
2171,11072473,"Chen Sijun","2023-12-10 08:53:35",0.14663,1,chensijun
2172,11541894,"Haruto Ooyagi","2024-01-22 05:10:18",0.14666,1,harutoooyagi
2173,11255338,Wolves,"2023-12-11 19:48:47",0.14666,2,mohamedashrafkonsowa
2174,11281616,"Adam Ridley","2023-12-01 21:45:25",0.14666,3,acridly
2175,11525480,"Nguyen Nguyen #6","2024-01-22 03:45:25",0.14668,2,nguyenit67
